"Name"	"Y254"	"I245"	"F535"	"O361"	"M046"	"C530"	"S703"	"F355"	"C462"	"C375"	"G658"	"Y902"	"Q211"	"Q466"	"K430"	"C209"	"K803"	"P876"	"T058"	"U622"	"K279"	"Q972"	"B614"	"K520"	"Z986"	"X373"	"A935"	"Q208"	"P745"	"T933"	"E416"	"A195"	"G427"	"D557"	"I992"	"L509"	"N670"	"Q657"	"N393"	"F172"	"B332"	"C793"	"I363"	"F044"	"H180"	"O939"	"B184"	"B070"	"W965"	"D220"	"Z068"	"O381"	"S594"	"M139"	"B760"	"D932"	"D339"	"L284"	"S716"	"O575"	"X862"	"H296"	"Y756"	"T712"	"X930"	"X967"	"S995"	"Q718"	"Z611"	"L675"	"J229"	"G258"	"S050"	"B249"	"D905"	"T724"	"P795"	"D149"	"D152"	"A176"	"H459"	"Z100"	"D492"	"H244"	"I898"	"L719"	"A581"	"M190"	"W878"	"M945"	"T413"	"W283"	"Y294"	"G809"	"Y697"	"G212"	"W257"	"S994"	"H976"	"X687"	"G452"	"O124"	"Q647"	"N605"	"H556"	"U546"	"V288"	"A336"	"D582"	"T142"	"Q823"	"I493"	"I002"	"Y273"	"X326"	"N963"	"N334"	"X864"	"T029"	"J698"	"R947"	"V122"	"A233"	"E433"	"O943"	"B662"	"R362"	"E673"	"I940"	"K769"	"K467"	"U059"	"S271"	"R953"	"V868"	"O347"	"I962"	"X265"	"Y031"	"O439"	"E051"	"Z894"	"U274"	"U372"	"A526"	"O816"	"D841"	"I289"	"O836"	"D710"	"V330"	"A309"	"K977"	"W590"	"A916"	"Y302"	"G322"	"T748"	"C851"	"O175"	"J400"	"B830"	"U178"	"F746"	"L069"	"U390"	"V434"	"I656"	"V021"	"Q349"	"M623"	"J764"	"V915"	"P357"	"X988"	"O064"	"I705"	"A121"	"U494"	"R871"	"K603"	"K115"	"U839"	"G602"	"Z504"	"O301"	"P280"	"S083"	"D846"	"L173"	"Y844"	"D661"	"H141"	"L252"	"G236"	"O429"	"J023"	"Y568"	"B757"	"F867"	"K565"	"D755"	"G608"	"Y630"	"E551"	"V913"	"G475"	"B444"	"Q238"	"X814"	"B382"	"F267"	"L419"	"Y221"	"P126"	"U903"	"E908"	"T774"	"I325"	"M843"	"L263"	"A620"	"Y215"	"S275"	"Q736"	"F576"	"C323"	"N519"	"R866"	"U808"	"D112"	"K049"	"Z458"	"X693"	"B797"	"Y304"	"D533"	"G377"	"B259"	"D476"	"A669"	"G762"	"Q213"	"F559"	"R292"	"W105"	"R110"	"Z030"	"Z798"	"R885"	"A032"	"A872"	"D587"	"C921"	"Z954"	"H515"	"W937"	"A855"	"I293"	"W097"	"M949"	"A865"	"A327"	"E655"	"Q019"	"T759"	"I253"	"Z319"	"M306"
"W0285"	7.6055	7.4098	7.6337	7.5296	7.4714	7.7269	7.8753	8.0022	8.0312	7.5509	7.5453	7.5825	7.9533	8.0135	8.2997	8.1465	8.4561	7.2312	7.3675	7.5826	7.844	7.8668	7.7948	12.1579	12.2143	12.4322	13.6899	13.5331	14.1041	14.571	14.5671	14.4299	14.5104	14.4748	14.5355	14.0715	12.8527	13.8648	13.756	12.3829	14.0654	13.3835	13.8383	14.0358	13.5465	13.4893	13.7584	13.0623	13.0171	8.0003	7.7736	7.6726	7.5238	7.6949	7.8705	8.1176	7.8297	8.8044	8.9089	8.3805	7.8473	9.0152	9.0452	11.0862	10.5328	10.8782	10.2725	9.1695	9.4199	12.5863	12.4184	12.7493	12.5403	12.9208	12.5534	8.0149	7.9353	7.4689	8.0438	8.1179	8.3732	12.187	11.0086	10.9775	8.675	7.797	7.798	8.1281	7.9731	8.2661	8.0887	8.9188	8.041	7.5085	8.0385	7.6969	7.7384	12.3722	12.7099	12.4464	12.6239	12.3431	7.9123	8.3554	8.1144	9.9212	9.7935	8.3515	8.8692	7.7421	8.468	12.3755	11.0183	12.2144	11.8318	10.2772	12.7966	10.0137	9.5237	9.1231	8.5303	8.2327	8.2975	8.012	7.918	8.3983	8.3009	9.1023	9.9252	10.7544	10.9637	12.0667	12.4542	12.4696	8.4856	7.9813	8.3909	8.1834	8.2317	8.2272	8.944	8.5967	8.7932	10.0098	9.7299	9.4486	8.2079	7.8823	8.2747	13.3598	13.3855	13.6052	9.9666	10.4042	9.8192	7.7305	7.4775	7.8723	8.224	7.8648	8.2669	7.4597	7.5981	7.574	7.9011	7.849	7.6601	8.6226	8.8671	9.0803	8.1614	8.2672	7.6736	7.999	7.698	7.619	7.8272	7.6136	7.8541	7.7884	8.186	7.8483	7.7479	7.7092	7.5838	7.6278	7.9534	7.8785	7.5837	7.6439	7.4054	7.7046	8.0702	7.8137	8.2094	8.5541	8.1721	8.2894	8.286	8.3144	8.2497	7.8884	7.571	7.8221	7.9361	8.0424	8.1793	7.9608	7.893	8.1458	8.5222	7.9873	8.2334	8.0451	8.2704	8.0327	8.3171	8.2532	8.1471	7.6796	7.858	7.6965	7.697	7.8691	7.7219	7.2888	7.6994	8.4738	8.0227	8.1613	7.7608	8.2889	7.6217	8.0696	8.0112	8.3528	8.1463	8.0477	8.7017	7.9377	8.0296	8.0929	7.7933	7.6531	7.7488	7.9556	7.9991	8.1626	7.3988	7.5157	7.3864	7.6964	7.9961	7.7216	7.5502	7.787	7.2871	8.1139	7.9104	7.9929	7.9351	8.0819	7.6996	7.7301	7.7393	7.8425	7.3738	7.6299	8.314
"F0297"	7.0303	6.8727	7.1284	7.1744	6.9931	7.2127	7.1372	7.3842	7.5003	6.9735	6.9643	7.0743	7.5117	7.4765	7.2941	7.2767	7.7425	6.7771	7.0312	7.1515	6.9801	7.0458	6.7988	7.537	6.9924	6.9319	8.301	8.6579	12.6687	12.5664	12.8164	12.2828	13.6974	13.8231	13.996	13.2004	10.6895	12.9404	13.0842	10.0913	13.038	12.5801	13.1564	13.3111	12.9881	12.932	12.9599	12.2851	11.8624	7.5241	7.4599	7.3118	7.0211	7.2925	7.2845	7.0907	7.0407	8.3563	8.327	7.6096	6.7847	7.6828	7.7847	8.5607	8.1683	9.0817	8.0204	7.1892	7.5031	11.8131	11.4969	9.4262	9.6848	9.0584	8.7134	7.4697	7.4658	7.0306	7.3278	7.3961	7.269	8.1753	7.9749	7.6942	8.1574	7.2724	7.2442	7.2738	7.3433	7.4091	7.176	7.5594	7.3923	7.0508	7.3783	7.2313	7.1516	10.7572	11.2533	10.1673	11.0952	10.8826	7.7542	7.959	8.0555	8.6365	8.6017	8.1794	7.5847	7.2992	7.4896	12.094	10.3173	11.7102	11.9708	9.6895	12.3246	8.9462	8.1296	7.418	7.2186	7.0327	6.8402	6.8115	6.8522	7.7887	7.5429	7.7681	7.9536	7.5328	7.5116	8.0694	8.8358	9.9695	7.6274	7.1641	7.7084	7.6348	7.2289	7.6002	8.1062	8.0929	8.0349	9.6891	9.1608	8.9652	7.776	7.1723	7.3157	8.6538	8.6604	9.5482	7.6569	7.9769	7.6403	7.061	7.0363	7.7503	8.2885	8.1762	8.3972	7.1885	7.2054	7.3031	9.8758	9.3351	9.7518	7.3894	7.175	7.4161	8.3487	8.4125	8.3667	7.0749	7.5188	6.6472	7.0488	6.8421	6.8431	7.3552	6.8958	6.9964	7.3365	7.2007	6.7043	7.0661	6.9531	6.992	6.983	6.9896	6.6363	7.1574	7.2453	6.7264	7.1155	7.2557	7.2001	7.4269	7.212	7.797	7.3431	7.0811	7.1669	7.1216	7.3686	7.5957	7.7222	7.64	7.2644	7.2887	7.751	6.9878	7.1643	7.0077	7.2887	6.9485	7.1873	7.9518	7.5074	6.9009	7.5979	6.7604	6.7454	7.199	7.0931	6.5649	7.2397	7.7432	7.4842	7.4473	6.7895	7.1073	6.817	6.9725	7.2934	7.6928	7.5399	7.5514	8.1409	7.1694	7.0919	7.3378	7.1571	7.1993	7.2278	7.2628	7.2941	7.27	6.6679	6.765	6.6041	6.9056	7.7417	7.1351	7.0423	7.0782	6.5969	7.0819	7.114	7.3007	7.5229	7.5533	7.1287	7.1013	7.1778	7.3566	6.8944	6.9755	7.1284
"C0769"	8.0557	8.6359	8.43	10.8941	10.1354	10.3617	11.9276	11.8799	11.8217	7.2892	7.5515	7.584	9.635	9.6698	8.5912	8.4022	9.2667	9.5335	9.085	9.4478	11.3969	11.4619	11.5316	15.0715	14.9995	15.2032	15.3048	14.8956	15.1435	15.1762	15.3505	14.9853	14.6023	14.8352	14.8375	14.3479	12.7798	14.1951	14.1425	12.4302	14.178	14.1341	14.8597	14.7769	14.5459	14.4427	14.5138	14.0302	13.2937	7.5188	7.4879	7.4543	7.121	7.4485	7.4004	7.2148	7.2761	8.5212	8.5235	10.0482	9.883	11.0118	11.3242	14.2664	13.9566	14.234	13.7437	12.8378	13.1729	14.7416	13.8034	14.3218	14.2318	14.2748	13.9123	10.1132	9.765	8.7954	10.2428	10.4849	11.0716	14.1741	13.27	13.3861	9.8729	9.4797	9.5952	10.0213	9.9774	10.51	10.0033	11.4103	9.9808	9.973	9.9997	9.8424	9.8669	13.8306	13.6785	13.477	13.3965	13.172	9.9252	10.8332	9.6202	11.6468	11.3484	9.538	9.0669	8.8695	9.3788	11.7481	11.7389	11.763	11.1825	11.3356	12.2561	11.6964	11.2729	11.1045	10.8049	10.3119	10.5703	10.1781	10.1291	10.5578	10.5181	11.411	12.0837	13.225	13.3034	14.1066	14.5974	14.578	8.8592	8.5166	9.0974	8.739	9.097	8.8801	10.4442	10.0841	10.456	11.6756	11.792	11.6028	11.5365	10.0162	10.818	14.4581	14.1854	14.2005	12.9745	13.2825	13.0008	9.0377	8.6892	8.811	8.5103	8.2892	8.139	9.7235	8.8105	8.4547	10.0345	9.7605	10.0121	10.2506	10.6833	10.9159	9.6363	9.5375	9.1113	8.7998	10.2298	8.3255	10.0526	8.8815	10.3095	10.7141	11.9002	11.6099	9.5855	11.3402	9.9161	10.9409	11.4575	11.6768	8.1546	8.3227	8.5492	8.0517	8.1022	7.866	7.4307	7.5003	7.7325	7.4986	7.2012	7.7887	7.8671	7.6172	7.3759	7.315	7.5956	7.8368	7.9215	7.8467	7.7123	10.2177	10.4261	10.3074	10.2533	10.1502	10.1742	10.3129	10.0583	9.4287	9.9293	10.0958	9.8012	9.8067	9.6969	9.5082	9.2313	8.7071	9.0545	9.6133	10.7103	10.2231	10.2271	10.5752	9.348	9.809	9.412	9.3399	9.3402	9.389	9.6355	9.593	9.6248	9.5715	9.9569	9.0582	9.3098	8.8341	10.3075	10.3355	8.5825	9.3522	9.4762	9.4234	9.6854	8.9363	8.684	8.9984	8.7898	11.0256	10.0087	9.6543	9.6204	9.006	9.4874	9.2582	9.3806	9.1554	9.2857	10.2386	10.0964
"E0873"	14.4052	14.5251	14.2836	14.8275	14.4379	14.7113	12.9611	12.4581	12.1382	14.1879	14.4744	14.2084	14.3856	15.1275	14.2821	13.3171	13.6591	13.9537	13.8538	14.0687	14.5733	14.4426	14.6367	14.1015	13.9875	13.9351	13.9573	14.1112	13.4043	14.1639	13.5363	13.3605	14.9415	15.6678	15.3002	16.3351	16.4136	16.2325	16.4108	15.9519	16.2987	15.9222	16.3375	16.224	16.1501	15.9707	15.6977	15.6827	15.5206	13.6788	11.6629	13.7237	13.9736	14.2436	13.4982	13.8453	12.796	13.5916	13.8009	14.813	14.9179	14.3586	14.415	14.1434	13.3179	13.8495	13.5247	13.181	13.8251	15.6239	14.9084	15.4406	15.3321	14.2564	14.6781	15.3234	15.0089	14.8619	14.594	14.6761	14.8113	12.0337	11.8925	11.6574	14.7457	14.3844	14.521	14.9699	14.7796	15.0345	14.9712	14.9033	14.4684	14.1412	14.2761	14.626	14.9635	14.3643	15.0399	13.9745	14.7279	14.6008	13.3539	14.1149	12.5978	14.0873	14.5504	13.6643	14.6818	14.0342	14.7885	14.2933	14.2776	13.9973	14.1369	13.8643	13.8159	15.1336	14.9749	14.816	14.6314	14.4693	14.3236	14.2657	14.2011	12.5423	12.8945	12.7497	13.0991	13.8746	13.646	13.852	13.7802	12.9718	14.8012	14.5303	14.7751	14.7216	15.1896	14.7906	14.0665	14.0448	14.2381	14.3744	14.4365	14.7458	14.0416	14.1768	14.2391	14.4056	14.1566	14.1538	14.3374	14.0964	14.3204	14.8748	14.8277	14.6675	14.6965	14.3104	14.0957	13.6228	12.9885	12.4816	13.7407	13.3443	13.8187	14.7939	14.7792	14.8017	13.3784	13.1929	13.2675	14.4333	14.1056	14.3755	14.9589	14.3926	14.8475	13.4644	13.7632	13.8516	14.7299	15.0349	14.8703	13.7631	13.796	14.0233	14.275	14.4607	14.7128	14.4868	14.2363	14.3567	12.9953	13.3351	13.9828	12.9644	13.4623	13.0432	13.212	13.9977	12.2542	12.9173	13.2045	12.8842	13.4503	13.5529	14.0074	14.6035	14.5659	14.3868	14.685	15.2861	15.0543	14.9726	14.9494	14.2421	14.8319	15.1093	15.1219	14.7911	14.803	14.6419	15.0655	14.0972	14.0952	15.1808	13.9979	14.8394	14.8536	15.0044	14.008	14.6799	14.4493	14.0534	14.0497	14.7923	14.8142	14.8997	14.7427	14.8261	15.2559	14.4611	14.9175	14.6749	14.1438	14.8066	13.9712	14.7459	14.83	14.9383	15.5073	14.4702	14.1685	14.7617	14.4834	15.1108	15.3252	14.958	14.948	14.2153	15.073	15.0623	15.3731	15.003	14.9809	14.5542	14.8541
"P0255"	7.116	6.8359	7.0846	7.0971	6.8888	7.1302	7.0007	7.2876	7.3944	7.15	6.9298	7.1765	7.3827	7.3521	7.0439	7.1154	7.6309	6.9929	7.1879	7.3608	6.8134	6.8379	6.5335	7.4096	6.9298	6.9343	11.553	12.1311	13.9373	13.9404	13.778	13.4944	14.5882	14.9078	14.9451	15.3468	14.2647	15.0139	15.1726	13.6143	15.3608	14.588	15.2739	15.0804	14.4653	14.2702	14.3209	13.8623	13.0586	7.3774	7.4843	7.3322	7.2398	7.4603	7.3396	7.2182	7.1334	8.6382	8.888	7.5741	6.6402	7.0592	6.994	9.5651	8.6907	9.7368	8.5304	6.8624	7.061	13.452	13.0812	14.0364	14.0251	12.5651	12.7188	8.6803	8.3928	6.9934	7.3458	7.417	7.1608	9.47	8.1097	7.8344	8.3373	7.1693	7.1944	7.2286	7.4315	7.4711	7.0739	7.669	7.4137	7.0316	7.3881	7.1301	7.0087	11.9933	12.7387	11.3194	12.4662	12.2139	7.9372	8.2971	8.1241	9.5198	9.3486	8.1618	9.5565	7.6393	9.0464	11.922	9.8888	10.9306	11.0403	9.1618	10.6864	9.9853	9.1989	8.4604	7.9266	7.466	7.2514	7.1617	7.1273	7.6632	7.3848	7.8313	8.11	8.158	8.4164	9.3684	10.1714	10.688	7.7841	7.4234	7.9357	7.6364	7.7284	7.8548	7.5278	7.1335	7.2838	10.6508	10.1857	10.1717	7.2057	6.8903	7.11	11.1186	11.0608	11.8586	8.3307	8.6201	8.1072	6.9428	6.8889	7.0592	7.3199	6.7515	7.3803	7.6929	7.5687	7.6011	7.5222	7.6754	7.3296	7.6072	7.482	7.7418	7.2936	7.4505	7.1139	7.1608	7.4073	6.8735	6.9398	6.9172	6.654	7.2613	6.6545	6.9085	7.2317	7.0716	6.4934	7.0195	6.7749	6.7692	7.0605	7.081	6.7436	7.0698	7.1432	6.631	6.8158	6.9383	7.1105	7.4463	7.0699	7.6079	8.2959	8.1073	7.4569	7.6553	7.9193	7.856	8.2959	8.0137	7.7922	7.3511	7.8642	7.2023	7.1768	6.9925	7.2578	6.9653	7.2461	8.0154	7.5477	6.8481	7.604	6.8223	6.6726	7.0812	6.964	6.5503	7.3057	7.6721	7.3765	7.372	6.7262	7.0922	6.7978	6.9686	7.257	7.6407	7.4886	7.4528	8.0754	7.1617	7.1735	7.3055	6.9859	7.0462	7.0955	7.2829	7.2804	7.2573	6.6593	6.6852	6.4702	6.7718	7.4862	6.9787	7.102	7.1207	6.5864	7.0384	7.0171	7.2753	7.4081	7.5777	6.979	6.9742	6.9551	7.2819	6.8473	6.954	7.0111
"O0665"	7.4717	7.4303	7.5637	7.3714	7.1247	7.3499	7.1419	7.3618	7.4445	7.5374	8.4089	7.5204	7.9446	8.2323	7.0717	7.2118	7.6792	7.1941	7.5677	7.4751	7.1038	7.053	6.8482	7.464	6.9917	6.8859	9.4372	9.6309	11.3381	12.1723	11.8947	11.4992	12.3287	12.4281	12.6846	11.4167	10.9804	11.2639	11.5735	10.4797	11.6629	11.1954	11.8139	11.8794	11.8604	11.622	11.5716	11.1511	11.2469	7.4302	7.4843	7.3716	7.3804	7.4108	7.4404	7.3231	7.2108	8.1144	8.6285	8.6017	8.3305	7.2957	7.2814	7.5193	7.6159	8.3461	7.3963	6.6156	6.5061	9.6044	9.0239	8.842	8.9791	8.6241	9.0632	7.8676	7.7266	7.5358	7.6734	7.7747	7.5565	8.1893	7.8821	7.6294	8.3546	7.9181	7.8291	7.9445	8.2045	8.2225	7.971	8.373	7.7053	7.2412	7.9004	7.5728	7.9661	9.3484	9.7019	9.3144	9.8717	9.4227	7.6374	7.7596	8.0227	8.3603	8.1969	8.2939	8.2338	7.9008	7.963	10.2614	9.2217	9.891	9.8331	9.0927	10.5801	8.3333	8.1787	7.9508	7.6541	7.4745	7.3644	7.2355	7.1285	7.5605	7.165	7.7277	7.9418	7.4805	7.5375	8.0921	8.5451	9.0504	8.4215	7.8338	8.3558	8.3478	8.471	8.4044	7.5625	7.1907	7.3869	8.1018	7.9489	7.8996	7.8046	7.858	7.8703	9.481	9.5949	10.0012	7.5684	7.8573	7.714	7.6557	7.5673	7.6492	8.0684	7.6397	7.8627	7.3629	7.3199	7.3979	7.5649	7.688	7.3767	7.7475	7.5686	7.6072	7.1899	7.2294	7.1493	7.2586	7.5082	7.0004	7.3537	7.1062	7.2161	7.5097	7.0537	7.6225	7.482	7.2029	7.2648	7.2524	7.02	7.6651	7.1265	7.1233	7.2117	7.4487	7.531	7.3861	7.6491	8.274	9.3783	7.6942	7.444	7.9326	7.6224	7.2883	7.124	7.1202	7.3419	7.6033	7.7608	7.616	7.3406	7.6933	8.2237	7.4857	7.6204	7.7375	8.0337	7.8139	7.9682	8.148	7.9303	7.6081	7.9519	7.2948	7.3006	7.4835	7.5075	7.0478	7.4711	8.2073	7.728	7.9703	7.4195	7.5837	7.0659	7.4054	7.6222	7.9675	7.7562	7.8426	8.4033	7.7528	7.5045	7.8845	8.1857	7.7995	7.9251	7.77	7.6145	7.7521	6.8663	7.1744	7.3567	7.793	8.5069	7.7084	7.4043	7.7688	7.2674	7.6737	7.7662	7.7454	7.9276	7.8132	7.9522	7.8969	7.9958	7.7732	7.6933	7.4738	7.7515
"R0740"	13.1806	13.7259	13.3121	12.0426	12.3225	12.6038	13.7129	13.496	13.2731	13.3637	12.5427	13.071	11.1814	12.6441	13.5832	13.1785	12.4285	12.9886	13.0873	13.1065	13.0137	12.8922	12.8629	13.8621	13.5442	13.7902	13.0407	12.7885	11.314	12.2205	12.2026	11.6119	11.8628	11.6438	12.0104	11.3076	8.1733	11.7011	11.0404	8.3031	11.8415	10.7832	11.3502	11.3279	11.1183	10.7247	11.019	10.5635	9.2799	13.0079	11.4211	12.3252	12.616	12.348	12.2946	12.7451	12.1366	12.5983	13.0262	12.7671	12.9017	13.2194	13.3267	12.2731	12.2678	12.128	11.9318	12.1939	12.5998	12.4402	12.1936	11.8207	11.8546	12.0114	12.1044	12.5358	12.1785	12.0538	12.6247	13.0313	12.3941	10.7079	10.6461	10.5036	12.5228	12.5229	12.7415	12.8244	12.5652	12.5244	13.5152	13.0457	12.2339	12.353	12.5012	13.0528	13.184	12.3698	12.9338	11.7202	12.5193	12.2335	11.5203	12.4845	11.1988	11.5977	11.9229	11.5091	12.9071	11.9356	12.9213	13.7347	14.239	13.639	13.7176	13.7967	13.8171	12.5674	12.6281	12.4478	12.2817	11.9877	12.055	11.9414	11.8212	11.6538	11.1137	11.0011	10.7752	11.6488	11.1232	11.4782	11.6728	10.7415	12.7303	12.4921	12.8166	12.8407	13.1914	12.8067	12.4036	12.4104	12.8996	12.0882	12.239	12.4918	12.5451	12.856	12.7243	11.5348	11.2048	11.2295	12.257	12.298	12.3992	12.5206	12.3724	12.4236	12.7702	12.3885	12.0925	11.3035	10.7338	10.5293	10.9983	10.9385	11.0651	12.2377	12.2296	12.3493	10.9002	10.7345	10.7794	12.8651	11.2191	13.533	13.7739	13.3613	14.2482	12.5369	14.0967	13.3184	13.2762	12.3419	14.4101	12.9027	14.0028	13.6686	13.133	13.1612	13.1718	12.0268	11.4993	11.7443	10.5681	11.702	11.1474	11.0955	11.501	11.2931	12.5605	12.9112	11.6584	12.3855	12.439	11.7808	12.4245	12.4868	13.1779	12.3607	12.228	12.1743	12.6952	13.1428	12.8648	12.764	12.7777	11.5919	12.6633	12.9384	12.3163	12.6368	12.7098	12.6928	12.8605	11.9233	11.7492	12.7828	13.6314	12.7852	12.6751	12.5174	11.5216	12.4021	12.2509	12.2721	11.9973	12.0895	12.4322	12.4382	12.7304	12.6352	13.3913	12.6741	12.9413	12.2595	12.1034	11.9301	12.0274	12.6351	12.6423	12.9322	13.2431	12.2782	12.2033	12.7275	12.248	12.7966	13.3259	12.9515	12.9246	12.3552	13.2411	13.1878	13.3682	13.3412	12.9775	12.2336	12.3763
"P0524"	13.8529	14.3481	13.9965	12.6097	12.9318	13.039	14.2053	13.8899	13.5285	13.8215	13.2879	13.7987	11.7387	13.2705	14.5295	14.2958	13.0152	13.2809	13.3728	13.5761	13.4571	13.4082	13.6214	14.4767	14.1912	14.2113	13.5559	13.3826	11.7719	12.9821	12.7631	12.3675	12.1224	12.2276	12.7607	11.1945	7.6971	11.7574	11.1038	7.6281	11.8185	10.7414	11.4385	11.3424	11.1928	10.836	11.2499	10.9138	9.3152	13.5358	11.4303	13.0121	13.5128	13.1361	13.1626	13.7219	12.6547	12.2994	12.6722	12.9289	13.2745	13.4709	13.7466	12.82	12.3817	12.5523	12.3401	12.4182	13.0224	12.4295	11.9232	11.8166	12.2042	12.2455	12.647	13.5389	13.2113	12.9779	13.41	13.7648	13.31	11.5699	11.6418	11.4523	13.1928	13.3122	13.3798	13.3557	13.3175	13.3292	13.8254	13.3621	12.8778	13.0134	13.0102	13.7416	13.9512	12.9632	13.3025	12.3399	12.7593	12.5845	12.1756	12.914	11.3104	12.2021	12.6041	11.6755	13.2239	12.3598	13.5844	14.0519	14.7383	14.0492	14.1919	14.4236	14.028	13.3719	13.1599	13.2252	12.8739	12.7789	12.6976	12.6609	12.61	12.5203	12.31	12.2729	12.1279	12.9901	12.5828	12.76	12.6775	12.0645	13.2338	12.8419	13.1047	13.2393	13.6764	13.0915	12.8219	12.7374	13.2608	12.7542	12.8634	12.9865	12.6491	13.3938	13.4406	12.1791	11.9541	11.9914	13.0172	12.7342	12.8822	13.3889	13.0789	12.9811	13.3375	12.9028	12.4338	12.0053	11.1564	10.6608	11.4839	11.1067	11.6729	12.8909	12.8093	12.9335	11.4627	11.4178	11.4441	13.4367	11.6254	13.8935	14.2198	13.8484	14.7653	13.0922	14.4631	13.5856	13.7518	12.7202	14.7963	13.3681	14.536	14.0945	13.8536	13.8075	13.9002	12.5938	12.043	12.427	11.5907	12.3862	11.9474	11.4125	11.9137	11.8575	12.8712	13.5321	11.865	12.7069	12.9127	12.2398	12.8171	12.8546	13.4672	12.81	12.9379	12.7643	13.1729	13.8231	13.5883	13.4285	13.4215	12.3216	13.3043	13.4731	13.2657	13.1174	13.2439	13.0998	13.4536	12.513	12.407	13.2815	14.1438	13.1602	13.0502	13.0598	11.9926	12.8708	12.7535	12.4798	12.3858	12.9522	12.7605	13.4608	13.3879	13.5039	13.8551	13.0228	13.3947	13.2715	12.2184	13.1706	12.6835	13.2266	13.2237	13.5726	14.1361	13.0594	12.7114	13.237	12.7375	13.3014	14.1079	13.6106	13.4163	13.2014	14.0731	13.8253	14.2348	13.618	13.665	13.0663	13.3117
"J0702"	12.0044	11.9025	11.6707	10.07	10.185	10.1837	10.5987	10.1594	9.8015	12.408	10.2124	11.5929	9.4867	10.5451	11.4321	11.0178	10.2772	10.1185	10.1025	9.8771	11.5543	11.3557	11.3176	10.606	10.9047	10.6083	14.6959	14.5165	12.5837	13.6823	13.6873	13.5396	13.4695	13.4185	13.6921	13.1287	12.4284	13.0315	12.9938	11.5777	12.9437	12.0013	12.6215	12.6918	12.6733	12.4214	12.6164	12.0886	11.5247	12.6817	10.9412	12.1621	12.8037	12.4487	12.1597	12.7153	11.9876	11.3426	11.6047	11.1745	11.0259	10.713	10.5742	10.7676	10.4472	10.9519	10.2279	9.5154	10.1284	12.9665	12.1208	12.1401	11.7234	11.8747	11.8899	11.0793	10.5241	10.5523	10.2227	10.5894	10.6551	11.8867	10.3756	10.1377	10.8668	11.1994	10.9484	11.525	11.6511	11.5186	11.4288	11.6031	11.133	10.1936	10.746	11.0323	11.6305	12.4015	12.4593	12.0666	12.0531	11.9818	9.4941	10.1935	9.1751	10.902	11.1657	9.8662	12.5102	10.095	11.2221	11.4736	11.4363	11.1923	11.1287	10.8371	11.6747	11.6328	11.3808	11.1581	10.6869	10.6135	10.7094	10.708	10.5685	9.834	9.4609	9.2919	9.3364	10.8046	11.2507	11.779	12.0099	11.6289	11.8433	11.3614	11.7286	11.6456	12.2038	11.6917	11.292	11.3259	11.6487	10.8847	10.7204	10.8873	9.1643	10.2339	10.4219	12.9103	12.9426	13.0475	10.6416	10.6889	10.4919	11.7275	11.4322	11.7464	12.3019	12.0575	12.0309	12.2453	11.6797	11.4866	9.6529	10.0366	9.9207	10.72	10.8429	11.0325	10.7397	10.7894	10.9163	11.851	9.6749	12.4892	11.1704	11.4891	11.5025	9.3986	10.4193	10.0691	10.8303	10.6324	12.1867	9.5987	10.4312	10.5983	11.5447	11.5859	11.5455	10.1448	11.6225	11.5261	12.7701	12.9146	9.426	11.2919	11.9529	11.6914	12.1349	12.7063	10.9461	13.1805	13.464	13.1435	11.9214	11.5241	12.5102	10.2829	10.1879	10.6353	10.6045	11.3637	11.0167	10.9573	10.8571	9.7816	10.7128	11.3397	10.7473	10.8999	10.6303	10.6064	11.1513	10.3765	10.3728	11.0794	9.969	11.0711	10.9864	10.8008	9.7911	10.2616	10.4727	9.9579	10.2968	10.5873	10.9887	10.3994	10.844	10.5315	11.6115	10.8538	11.3375	10.8367	10.0773	10.0589	10.3712	10.8011	10.6212	11.185	11.3825	10.5144	10.1811	10.9528	10.3174	10.8324	11.5998	11.0346	10.9365	10.4059	11.355	11.4139	11.636	10.9337	11.3918	10.9326	10.8005
